City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Riyadh,SA,24.6877,46.7219,93.34,16,0,0.0,clear sky
349,Bubaque,GW,11.2833,-15.8333,79.38,84,100,8.14,overcast clouds
350,Elizabeth City,US,36.2946,-76.2511,81.01,86,1,5.75,clear sky
351,Roebourne,AU,-20.7833,117.1333,75.56,56,66,16.17,broken clouds
352,Champerico,GT,14.3,-91.9167,84.34,69,37,6.96,scattered clouds
353,Hlohovec,SK,48.4317,17.8031,66.04,90,97,3.83,overcast clouds
354,Kumluca,TR,36.3703,30.2869,69.66,41,0,6.2,clear sky
355,Filadelfia,US,39.9523,-75.1638,85.01,56,40,4.0,scattered clouds
356,Seoul,KR,37.5683,126.9778,74.59,71,75,4.94,mist
357,San Jeronimito,MX,17.55,-101.3333,84.97,69,56,4.43,broken clouds
358,Karratha,AU,-20.7377,116.8463,75.78,61,84,16.51,broken clouds
359,Saskylakh,RU,71.9167,114.0833,41.22,56,81,9.55,broken clouds
360,Cairns,AU,-16.9167,145.7667,79.11,58,40,16.11,scattered clouds
361,Klaksvik,FO,62.2266,-6.589,49.12,97,100,10.96,overcast clouds
362,Gilbues,BR,-9.8317,-45.3439,73.22,53,56,3.69,broken clouds
363,Allonnes,FR,47.9674,0.1581,57.24,77,0,5.75,clear sky
364,Okato,NZ,-39.2,173.8833,60.42,88,100,13.47,light rain
365,Te Anau,NZ,-45.4167,167.7167,47.23,80,1,0.92,clear sky
366,Utraula,IN,27.3167,82.4167,89.6,38,72,6.04,broken clouds
367,Xiaolan,CN,22.6731,113.2295,84.02,77,0,5.93,clear sky
368,Mahon,ES,39.8885,4.2658,63.16,100,0,8.05,clear sky
369,Port Hedland,AU,-20.3167,118.5667,77.05,31,98,20.71,overcast clouds
370,Santa Maria,BR,-29.6842,-53.8069,61.59,95,100,4.29,moderate rain
371,Lipin Bor,RU,60.2622,37.9763,53.8,81,2,3.02,clear sky
372,Mao,ES,39.8885,4.2658,63.16,100,0,8.05,clear sky
373,Brekstad,NO,63.687,9.6654,55.45,94,75,4.61,mist
374,Nexo,DK,55.0607,15.1306,48.29,68,50,6.13,scattered clouds
375,Grand Gaube,MU,-20.0064,57.6608,68.4,73,80,3.49,broken clouds
376,Chara,RU,56.9064,118.2631,75.09,28,72,5.7,broken clouds
377,Lingdong,CN,46.5669,131.1453,57.16,81,100,4.7,overcast clouds
378,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.36,100,1,0.0,mist
379,Rawson,AR,-43.3002,-65.1023,45.37,56,0,12.03,clear sky
380,Buriti Alegre,BR,-18.14,-49.0403,68.07,56,93,4.12,overcast clouds
381,Kilindoni,TZ,-7.9139,39.6668,78.93,70,56,24.2,light rain
382,Pringsewu,ID,-5.3582,104.9744,78.35,90,16,3.22,few clouds
383,Kandrian,PG,-6.2167,149.55,84.15,75,34,9.91,light rain
384,Baherden,TM,38.4362,57.4316,76.55,47,0,13.62,clear sky
385,Aksu,CN,41.1231,80.2644,78.85,21,78,6.78,broken clouds
386,Kirakira,SB,-10.4544,161.9205,85.26,65,69,5.86,broken clouds
387,Awbari,LY,26.5921,12.7805,80.01,19,0,9.28,clear sky
388,Leshukonskoye,RU,64.8989,45.7622,50.7,74,85,7.52,overcast clouds
389,Najran,SA,17.4924,44.1277,72.25,33,2,7.7,clear sky
390,Bogotol,RU,56.2078,89.5342,48.87,86,100,13.06,overcast clouds
391,Pundaguitan,PH,6.3711,126.1689,82.2,77,98,11.9,light rain
392,Vagay,RU,57.9375,69.0217,61.61,57,42,9.22,scattered clouds
393,Lar,IN,26.2039,83.9717,89.13,50,7,10.51,clear sky
394,Humberto De Campos,BR,-2.5983,-43.4611,75.76,87,1,3.47,clear sky
395,Lydenburg,ZA,-25.0978,30.4597,42.28,94,6,2.77,clear sky
396,Marzuq,YE,14.4,46.4667,75.29,27,16,4.21,few clouds
397,Henties Bay,NA,-22.116,14.2845,77.86,27,0,25.23,clear sky
398,North Platte,US,41.1239,-100.7654,85.89,44,1,8.99,clear sky
399,Kindu,CD,-2.95,25.95,68.49,96,88,1.14,overcast clouds
400,Cap Malheureux,MU,-19.9842,57.6142,68.49,73,73,3.6,broken clouds
401,Port-Gentil,GA,-0.7193,8.7815,79.07,84,100,10.49,light rain
402,Tarko-Sale,RU,64.9225,77.785,42.01,73,10,4.0,clear sky
403,Pisco,PE,-13.7,-76.2167,63.01,82,90,5.75,overcast clouds
404,Simao,CN,22.7886,100.9748,70.5,92,53,2.17,broken clouds
405,Pitimbu,BR,-7.4706,-34.8086,75.79,86,56,10.33,broken clouds
406,Clovis,US,36.8252,-119.7029,98.91,20,40,1.01,scattered clouds
407,Oloron-Sainte-Marie,FR,43.1944,-0.6107,60.73,96,100,1.3,overcast clouds
408,Kalengwa,ZM,-13.4659,25.0027,50.76,76,100,6.13,overcast clouds
409,Nelson Bay,AU,-32.7167,152.15,61.95,59,0,1.99,clear sky
410,Middle Island,US,40.8843,-72.9373,85.15,76,1,5.75,clear sky
411,Gairo,IT,39.8497,9.5047,62.17,71,100,3.49,overcast clouds
412,Lubango,AO,-14.9172,13.4925,54.81,49,11,3.83,few clouds
413,Mayo,US,38.8876,-76.5119,83.57,76,1,8.86,clear sky
414,Yar-Sale,RU,66.8333,70.8333,38.01,78,95,11.95,overcast clouds
415,Ocampo,MX,21.65,-101.5,71.24,28,94,8.21,overcast clouds
416,Gillette,US,44.2911,-105.5022,92.32,14,1,14.97,clear sky
417,Lata,PT,40.1629,-8.3327,59.81,92,0,0.63,clear sky
418,Sur,OM,22.5667,59.5289,86.18,61,16,4.7,few clouds
419,Puerto Maldonado,PE,-12.6,-69.1833,77.29,75,97,0.74,overcast clouds
420,Ketchikan,US,55.3422,-131.6461,49.98,94,100,7.09,moderate rain
421,Burley,US,42.5357,-113.7928,84.11,24,1,8.05,clear sky
422,Ongandjera,NA,-17.8833,15.0667,57.38,30,0,11.88,clear sky
423,Muroto,JP,33.2833,134.15,69.84,78,100,9.78,overcast clouds
424,Hobyo,SO,5.3505,48.5268,77.68,84,79,21.21,broken clouds
425,Zhanaozen,KZ,43.3,52.8,72.43,56,40,24.36,scattered clouds
426,Nanortalik,GL,60.1432,-45.2371,40.98,81,100,5.93,overcast clouds
427,Bogale,MM,16.2833,95.4,84.29,74,100,8.66,overcast clouds
428,Kargasok,RU,59.0556,80.8572,56.16,65,100,6.11,overcast clouds
429,Pontes E Lacerda,BR,-15.2261,-59.3353,73.4,58,96,2.28,overcast clouds
430,Nizhneudinsk,RU,54.9076,99.0276,47.89,82,100,10.13,overcast clouds
431,Santa Rosa,PH,14.3122,121.1114,89.85,68,100,8.37,overcast clouds
432,Rodrigues Alves,BR,-7.738,-72.6509,73.45,95,100,2.48,overcast clouds
433,Koboko,UG,3.4136,30.9599,65.34,89,100,3.98,overcast clouds
434,Nhulunbuy,AU,-12.2333,136.7667,83.01,61,75,16.11,broken clouds
435,Skjervoy,NO,70.0311,20.9714,43.61,82,11,2.44,few clouds
436,Necochea,AR,-38.5473,-58.7368,47.7,82,0,11.03,clear sky
437,Atasu,KZ,48.6814,71.6433,54.0,45,100,11.68,overcast clouds
438,Rivne,UA,50.6231,26.2274,53.83,93,9,6.62,clear sky
439,Yumen,CN,40.2833,97.2,73.83,31,97,15.68,overcast clouds
440,Lidkoping,SE,58.5052,13.1577,55.42,92,100,3.36,overcast clouds
441,Ciudad Bolivar,VE,8.1222,-63.5497,78.06,83,98,13.09,overcast clouds
442,Mandalgovi,MN,45.7625,106.2708,69.58,32,24,11.41,few clouds
443,Los Algarrobos,PA,8.5,-82.4333,82.45,94,40,1.1,scattered clouds
444,Bardiyah,LY,31.7561,25.0865,68.63,69,0,9.06,clear sky
445,Palmas,BR,-10.2128,-48.3603,78.67,69,75,8.05,broken clouds
446,Shelburne,CA,44.0787,-80.2041,75.99,42,100,12.15,overcast clouds
447,Shingu,JP,33.7333,135.9833,67.19,96,100,7.14,light rain
448,Ostrovnoy,RU,68.0531,39.5131,39.69,78,90,12.71,overcast clouds
449,Jutai,BR,-5.1833,-68.9,73.33,97,100,2.21,overcast clouds
450,Pailon,BO,-17.65,-62.75,72.5,67,82,3.74,broken clouds
451,Aniva,RU,46.7144,142.5294,59.11,80,99,9.64,overcast clouds
452,Ahuimanu,US,21.4447,-157.8378,85.71,59,40,13.8,scattered clouds
453,Port Augusta,AU,-32.5,137.7667,64.54,52,99,10.98,overcast clouds
454,Kilinochchi,LK,9.3961,80.3982,79.84,84,100,9.95,overcast clouds
455,Popondetta,PG,-8.7537,148.2534,87.12,61,99,2.1,overcast clouds
456,Yaviza,PA,8.1537,-77.6931,76.1,97,100,0.25,overcast clouds
457,Raga,SS,8.4596,25.678,69.28,96,100,2.37,light rain
458,Cayenne,GF,4.9333,-52.3333,77.09,89,90,8.25,overcast clouds
459,Morvi,IN,22.8167,70.8333,88.05,63,0,10.56,clear sky
460,Vangaindrano,MG,-23.35,47.6,65.16,85,23,12.35,few clouds
461,Mateo,HN,14.0833,-87.3167,77.41,61,20,1.16,few clouds
462,Ballina,AU,-28.8667,153.5667,65.79,65,0,3.67,clear sky
463,Acajutla,SV,13.5928,-89.8275,83.8,80,89,5.66,overcast clouds
464,Zaysan,KZ,47.4667,84.8667,51.64,48,0,12.21,clear sky
465,Ancud,CL,-41.8697,-73.8203,47.23,79,77,4.88,broken clouds
466,Vitim,RU,59.4511,112.5578,48.78,94,100,5.86,light rain
467,Acari,PE,-15.4311,-74.6158,66.31,77,15,3.6,few clouds
468,Kuldur,RU,49.2167,131.6333,57.56,71,100,4.16,overcast clouds
469,Thinadhoo,MV,0.5333,72.9333,82.33,77,100,14.63,overcast clouds
470,Gongzhuling,CN,43.5008,124.8198,61.56,69,86,5.17,overcast clouds
471,Laizhou,CN,37.1717,119.9214,83.17,32,63,11.88,broken clouds
472,Maiduguri,NG,11.8464,13.1603,86.18,46,90,10.8,overcast clouds
473,Verkhoyansk,RU,67.5447,133.385,49.93,51,100,8.05,overcast clouds
474,Vaitape,PF,-16.5167,-151.75,80.76,73,13,10.65,few clouds
475,Oranjestad,AW,12.524,-70.027,82.35,80,20,5.99,few clouds
476,Bobon,PH,12.5246,124.5636,85.26,71,99,6.98,overcast clouds
477,Noumea,NC,-22.2763,166.4572,78.01,99,95,13.91,overcast clouds
478,Madridejos,ES,39.4682,-3.532,58.32,78,93,2.08,overcast clouds
479,Manggar,ID,-2.8833,108.2667,84.31,72,100,7.27,overcast clouds
480,Acapulco,MX,16.8634,-99.8901,85.82,74,75,6.15,broken clouds
481,Hue,VN,16.4667,107.6,84.31,74,40,2.24,scattered clouds
482,Safaga,EG,26.7292,33.9365,79.3,37,2,16.11,clear sky
483,Nisia Floresta,BR,-6.0911,-35.2086,77.38,90,70,7.02,broken clouds
484,Bentonville,US,36.3728,-94.2088,74.01,83,90,1.99,overcast clouds
485,Tomball,US,30.0972,-95.6161,80.58,88,75,6.91,broken clouds
486,Coquimbo,CL,-29.9533,-71.3436,56.93,88,90,0.49,overcast clouds
487,Tranas,SE,58.0372,14.9782,61.83,72,98,2.82,overcast clouds
488,Dicabisagan,PH,17.0818,122.4157,87.3,70,100,4.34,moderate rain
489,Sarangani,PH,5.4033,125.4636,79.99,81,100,7.0,moderate rain
490,Tilichiki,RU,60.4667,166.1,47.84,74,100,5.73,overcast clouds
491,Shenjiamen,CN,29.9576,122.298,71.29,75,13,11.52,few clouds
492,Vestmanna,FO,62.1564,-7.1664,47.32,100,90,7.2,overcast clouds
493,West Bay,KY,19.3667,-81.4167,83.07,83,20,1.99,few clouds
494,Maridi,SS,4.9158,29.4742,66.27,98,98,3.65,light rain
495,Luancheng,CN,37.8792,114.6517,78.96,16,31,8.14,scattered clouds
496,Chlorakas,CY,34.8042,32.4083,65.43,68,0,5.75,clear sky
497,Lakatoro,VU,-16.0999,167.4164,80.67,70,73,4.03,broken clouds
498,Lago Da Pedra,BR,-4.3333,-45.1667,74.32,82,1,2.35,clear sky
499,Kaeo,NZ,-35.1,173.7833,58.06,91,100,16.11,moderate rain
500,Lompoc,US,34.6391,-120.4579,75.02,78,75,13.0,broken clouds
501,Fort Nelson,CA,58.8053,-122.7002,51.39,82,75,12.66,broken clouds
502,Manuk Mangkaw,PH,4.8,119.85,84.24,68,53,3.27,broken clouds
503,Nargana,PA,9.4428,-78.5906,80.82,86,37,3.91,scattered clouds
504,Muli,MV,2.9167,73.5667,83.16,72,28,15.35,scattered clouds
505,Sawtell,AU,-30.3833,153.1,64.42,57,0,9.22,clear sky
506,Tecoanapa,MX,16.5167,-98.75,84.45,70,100,5.57,overcast clouds
507,Kovdor,RU,67.5662,30.4758,45.86,64,0,3.8,clear sky
508,Spilamberto,IT,44.5343,11.0195,67.08,84,0,5.3,clear sky
509,Antofagasta,CL,-23.65,-70.4,60.08,87,39,4.56,scattered clouds
510,Lamar,US,33.6668,-95.5836,80.26,78,1,5.19,clear sky
511,Baoshan,CN,46.5586,131.4244,58.86,73,85,6.38,overcast clouds
512,Kabinda,CD,-6.1333,24.4833,71.47,54,97,5.5,overcast clouds
513,Nchelenge,ZM,-9.3451,28.734,65.57,73,73,9.78,broken clouds
514,Ixtapa,MX,20.7,-105.2,82.22,78,75,11.5,broken clouds
515,Virginia Beach,US,36.8529,-75.978,81.01,79,20,5.75,few clouds
516,Hofn,IS,64.2539,-15.2082,47.01,88,100,5.99,overcast clouds
517,Suibara,JP,37.8333,139.2333,76.86,57,0,3.29,clear sky
518,Gat,IL,31.61,34.7642,67.41,100,0,1.32,clear sky
519,Portland,US,45.5234,-122.6762,63.9,56,75,3.0,broken clouds
520,Lucapa,AO,-8.4192,20.7447,62.58,51,6,4.54,clear sky
521,Tezonapa,MX,18.6092,-96.6917,81.21,63,85,1.45,overcast clouds
522,Pozo Colorado,PY,-23.4923,-58.7972,80.92,36,100,2.66,moderate rain
523,Inhambane,MZ,-23.865,35.3833,63.91,81,37,7.76,light rain
524,Hervey Bay,AU,-25.2986,152.8535,69.91,57,6,4.0,clear sky
525,Gizo,SB,-8.103,156.8419,83.17,75,99,6.26,light rain
526,Hastings,GB,50.8552,0.5729,56.12,84,13,5.23,few clouds
527,Kieta,PG,-6.2167,155.6333,86.32,67,4,7.38,clear sky
528,Egvekinot,RU,66.3167,-179.1667,39.16,68,43,2.55,scattered clouds
529,Yerofey Pavlovich,RU,53.9667,121.9667,71.35,33,7,7.36,clear sky
530,Tual,ID,-5.6667,132.75,80.8,78,18,19.08,few clouds
531,Phalodi,IN,27.1333,72.3667,88.48,53,1,12.08,clear sky
532,Cidreira,BR,-30.1811,-50.2056,65.35,93,100,13.87,light rain
533,Tamiahua,MX,21.2667,-97.45,82.11,76,14,11.25,few clouds
534,Luzon,PH,6.519,126.0941,81.55,80,92,7.58,moderate rain
535,Sabanalarga,CO,10.6296,-74.9206,83.07,87,90,5.93,overcast clouds
536,Broken Hill,AU,-31.95,141.4333,60.51,59,10,9.22,clear sky
537,Melito Di Porto Salvo,IT,37.9222,15.7714,74.55,73,15,6.71,few clouds
538,Kavaratti,IN,10.5669,72.642,82.83,76,99,14.09,overcast clouds
539,Wuda,CN,39.4994,106.7117,81.3,22,100,22.53,light rain
540,Lisakovsk,KZ,52.5369,62.4936,55.08,45,85,5.21,overcast clouds
541,Paracatu,BR,-17.2222,-46.8747,66.9,69,98,1.39,overcast clouds
542,Labrea,BR,-7.2586,-64.7981,80.42,71,100,1.05,moderate rain
543,Marabba,SD,12.35,32.1833,84.83,48,80,8.81,broken clouds
544,Ormara,PK,25.2088,64.6357,83.73,74,93,4.03,overcast clouds
545,Samarai,PG,-10.6167,150.6667,79.2,85,85,16.46,overcast clouds
546,Florence,IT,43.7667,11.25,67.68,89,75,2.3,broken clouds
547,Provideniya,RU,64.3833,-173.3,40.66,66,28,6.29,scattered clouds
548,Tomohon,ID,1.3346,124.8392,81.54,66,63,3.67,broken clouds
549,Mersing,MY,2.4312,103.8405,80.51,94,40,3.44,scattered clouds
550,Kerema,PG,-7.9631,145.7785,81.01,77,72,4.23,broken clouds
551,Salalah,OM,17.0151,54.0924,84.29,84,75,5.75,broken clouds
552,Okha,RU,53.5739,142.9478,35.35,97,100,19.6,light rain
553,Surskoye,RU,54.4821,46.7214,51.35,94,18,4.34,few clouds
554,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.96,86,13,10.31,few clouds
555,Saint George,US,37.1041,-113.5841,103.62,10,1,4.0,clear sky
556,Kailua,US,21.4022,-157.7394,85.98,64,40,13.8,scattered clouds
557,Yanam,IN,16.7333,82.2167,84.6,85,98,2.28,overcast clouds
558,Pyay,MM,18.8167,95.2167,86.52,63,100,6.69,overcast clouds
559,Pokaran,IN,26.9167,71.9167,87.21,57,0,13.62,clear sky
560,Barcelos,PT,41.5388,-8.6151,62.28,80,0,2.1,clear sky
561,Nouakchott,MR,18.0858,-15.9785,82.33,41,0,15.48,clear sky
562,Coahuayana,MX,18.7333,-103.6833,85.19,65,96,5.59,overcast clouds
563,Kayes,ML,14.0,-11.0,95.54,22,7,4.83,clear sky
564,Morrope,PE,-6.5417,-80.0111,67.78,79,100,14.67,overcast clouds
565,Skaudvile,LT,55.4167,22.6167,50.68,79,12,6.22,few clouds
566,Bridlington,GB,54.0831,-0.1919,59.02,89,46,5.93,scattered clouds
567,Sorland,NO,67.667,12.6934,50.88,84,10,9.84,clear sky
568,Bumba,CD,2.1833,22.4667,70.7,97,100,2.8,overcast clouds
569,Olinda,BR,-8.0089,-34.8553,73.13,88,75,10.98,mist
570,Zastron,ZA,-30.3023,27.084,37.18,33,0,4.14,clear sky
571,Bereda,ES,43.2686,-7.5406,56.91,100,91,4.32,overcast clouds
572,Izhma,RU,65.0083,53.9113,50.11,71,64,8.39,broken clouds
573,Ipixuna,BR,-1.7625,-48.8043,76.95,92,61,2.04,broken clouds
574,Nabire,ID,-3.3667,135.4833,84.51,70,38,3.89,scattered clouds
575,Bulawayo,ZW,-20.15,28.5833,43.25,89,0,12.88,clear sky
576,Kim,TJ,40.208,70.4688,77.38,22,0,1.95,clear sky
577,Tongchuan,CN,35.0806,109.0897,83.25,15,35,5.46,scattered clouds
578,Manakara,MG,-22.1333,48.0167,66.6,89,55,10.65,light rain
579,Mamakan,RU,57.8161,114.0028,71.26,61,73,2.59,broken clouds
580,Gazanjyk,TM,39.2446,55.5154,72.91,49,0,9.89,clear sky
581,Norsup,VU,-16.0667,167.3833,80.96,69,71,4.54,broken clouds
582,Mayumba,GA,-3.432,10.6554,76.08,90,66,3.13,broken clouds
583,Bikin,RU,46.8161,134.26,62.62,61,100,6.76,overcast clouds
584,College,US,64.8569,-147.8028,73.35,31,75,6.91,broken clouds
585,Kununurra,AU,-15.7667,128.7333,76.98,27,9,14.97,clear sky
586,North Battleford,CA,52.7834,-108.2847,62.69,67,1,10.36,clear sky
587,Garissa,KE,-0.4536,39.6401,73.56,83,50,15.59,scattered clouds
588,Fairbanks,US,64.8378,-147.7164,73.6,33,90,6.91,overcast clouds
589,Ostersund,SE,63.1792,14.6357,56.61,67,75,5.75,broken clouds
590,Muncar,ID,-8.4333,114.3333,82.04,76,22,1.79,few clouds
591,Marion,US,39.7684,-86.1555,79.29,62,20,4.9,few clouds
592,Dosso,NE,13.049,3.1937,85.69,48,39,18.28,scattered clouds
593,Yuancheng,CN,36.652,107.7896,76.96,18,100,11.77,overcast clouds
594,Sekoma,BW,-24.4,23.8833,44.4,58,0,9.22,clear sky
595,Santa Cruz,BO,-17.8,-63.1667,71.06,83,75,4.74,broken clouds
596,Port Keats,AU,-14.25,129.55,78.75,27,99,10.18,overcast clouds
597,Dargaville,NZ,-35.9333,173.8833,56.79,93,100,12.28,moderate rain
598,Tsabong,BW,-26.0217,22.401,47.86,48,0,10.78,clear sky
599,Santa Marta,CO,11.2408,-74.199,87.85,66,75,14.03,broken clouds
600,Pergine Valsugana,IT,46.065,11.238,62.44,92,0,2.91,light rain
601,Nong Bua,TH,15.8646,100.5858,83.82,64,99,4.79,overcast clouds
602,Oksovskiy,RU,62.6062,39.8984,56.23,69,2,2.68,clear sky
603,Neyshabur,IR,36.2133,58.7958,79.38,27,0,1.97,clear sky
604,Manzhouli,CN,49.6,117.4333,70.9,35,0,7.16,clear sky
605,Bafq,IR,31.6128,55.4107,85.66,10,0,2.24,clear sky
606,Abu Zabad,SD,12.35,29.25,84.43,47,100,0.78,overcast clouds
607,Balakhta,RU,55.38,91.6,45.48,93,100,10.04,light rain
608,Berlevag,NO,70.8578,29.0864,40.48,85,9,16.6,clear sky
609,Utena,LT,55.5,25.6,53.55,92,59,6.29,broken clouds
610,Chumikan,RU,54.7183,135.315,36.81,98,100,3.58,light rain
611,Keti Bandar,PK,24.1447,67.4497,84.63,69,100,10.22,overcast clouds
612,Margate,GB,51.3813,1.3862,58.75,85,6,1.99,clear sky
613,Ishigaki,JP,24.3448,124.1572,80.73,94,75,14.97,light rain
614,Xining,CN,36.6167,101.7667,64.89,31,100,4.32,overcast clouds
615,Goderich,CA,43.7501,-81.7165,77.32,47,10,13.8,clear sky
616,Arvika,SE,59.6553,12.5852,56.01,65,100,2.42,overcast clouds
617,Juchipila,MX,21.4167,-103.1167,84.15,29,35,5.68,scattered clouds
618,Vallenar,CL,-28.5708,-70.7581,59.16,77,1,2.46,clear sky
619,Chifeng,CN,42.2683,118.9636,70.02,36,1,1.45,clear sky
620,Redlands,US,34.0556,-117.1825,93.52,27,20,5.99,few clouds
621,Rapid Valley,US,44.0625,-103.1463,92.44,35,1,1.99,clear sky
622,Siderno,IT,38.2779,16.302,72.28,57,62,7.92,broken clouds
623,Tromso,NO,69.6496,18.957,41.38,87,0,3.44,clear sky
624,Lazaro Cardenas,MX,17.9583,-102.2,84.69,68,31,6.69,scattered clouds
625,Auka,HN,14.9333,-83.8333,78.19,83,25,4.09,scattered clouds
626,Quatre Cocos,MU,-20.2078,57.7625,68.11,80,54,2.39,broken clouds
627,Vinh,VN,18.6667,105.6667,79.86,88,100,2.93,overcast clouds
628,Kapuskasing,CA,49.4169,-82.4331,60.89,67,20,3.44,few clouds
629,Miramar,US,25.9873,-80.2323,82.42,79,20,13.8,few clouds
630,Sistranda,NO,63.7256,8.834,53.91,87,100,6.42,overcast clouds
631,Kokopo,PG,-4.352,152.2633,85.59,67,12,13.13,few clouds
632,Danjiangkou,CN,32.5428,111.5086,85.39,44,0,3.38,clear sky
633,Broome,US,42.2506,-75.833,73.83,83,6,2.71,clear sky
634,Alice Springs,AU,-23.7,133.8833,60.35,48,0,12.44,clear sky
635,Bogorodskoye,RU,56.55,37.8833,51.31,95,6,4.68,clear sky
636,Tupik,RU,54.4253,119.9327,70.34,46,16,6.71,few clouds
637,Baymak,RU,52.5933,58.3225,47.97,54,69,4.45,broken clouds
638,Atambua,ID,-9.1061,124.8925,80.24,63,24,2.68,few clouds
639,Salta,AR,-24.7859,-65.4117,62.89,72,75,3.0,broken clouds
640,Bayan,CN,46.0833,127.4,61.63,71,92,5.21,overcast clouds
641,Guarapari,BR,-20.6667,-40.4975,71.49,90,1,4.85,clear sky
642,Puerto Escondido,MX,15.85,-97.0667,83.73,74,100,4.27,overcast clouds
643,Sombrerete,MX,23.6333,-103.65,74.57,20,68,9.1,broken clouds
644,Mingyue,CN,43.1069,128.9217,61.57,67,65,9.53,broken clouds
645,Qandala,SO,11.472,49.8728,89.37,54,33,3.83,scattered clouds
646,Kadan,CZ,50.3833,13.2667,62.6,93,100,1.86,overcast clouds
647,Kibiti,TZ,-7.7218,38.9375,65.39,95,17,2.68,few clouds
648,Kuryk,KZ,43.2,51.65,70.74,69,79,16.89,broken clouds
649,Otjimbingwe,NA,-22.35,16.1333,55.44,42,0,10.89,clear sky
650,Nishihara,JP,26.1842,127.7558,83.86,80,75,17.43,broken clouds
651,Sinnamary,GF,5.3833,-52.95,78.46,88,95,9.31,overcast clouds
652,Mangan,IN,27.5167,88.5333,76.14,85,88,0.92,overcast clouds
653,Kalaleh,IR,37.3807,55.4916,68.32,72,1,4.56,clear sky
654,Sibu,MY,2.3,111.8167,80.91,89,20,0.81,few clouds
655,Sibolga,ID,1.7427,98.7792,78.24,61,69,2.93,broken clouds
656,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,75.42,67,100,3.74,overcast clouds
657,Arlit,NE,18.7369,7.3853,88.48,16,0,1.81,clear sky
658,Novobessergenevka,RU,47.1847,38.8462,59.88,84,68,6.98,broken clouds
659,Manga,BF,11.6636,-1.0731,83.57,61,3,7.58,clear sky
660,Valparaiso,CL,-33.0393,-71.6273,58.48,71,100,9.66,overcast clouds
661,Iquitos,PE,-3.7481,-73.2472,75.24,94,75,1.14,broken clouds
662,Kommunisticheskiy,RU,61.6789,64.4819,64.36,51,72,9.31,broken clouds
663,Norwich,GB,52.6278,1.2983,56.46,80,68,3.44,broken clouds
664,Ratnagiri,IN,16.9833,73.3,80.58,78,74,3.09,light rain
665,Khelyulya,RU,61.7333,30.6833,54.01,65,100,2.82,overcast clouds
666,Zholymbet,KZ,51.7433,71.7122,53.69,42,0,3.09,clear sky
667,Port Macquarie,AU,-31.4333,152.9167,63.9,51,0,3.58,clear sky
668,Balta,UA,47.9355,29.6198,55.2,91,100,7.81,overcast clouds
669,Tres Arroyos,AR,-38.3739,-60.2798,44.55,59,0,7.9,clear sky
670,Pangnirtung,CA,66.1451,-65.7125,30.49,96,63,0.83,broken clouds
671,Wajir,KE,1.7471,40.0573,77.09,62,100,15.61,overcast clouds
672,Kamachumu,TZ,-1.6186,31.62,67.15,68,100,8.48,overcast clouds
673,Plouzane,FR,48.3833,-4.6167,57.52,91,90,6.44,overcast clouds
674,Risor,NO,58.7206,9.2342,60.17,73,100,6.46,overcast clouds
675,Duluth,US,46.7833,-92.1066,83.46,78,1,1.01,clear sky
676,Hovd,MN,48.0056,91.6419,48.13,27,8,9.84,clear sky
677,Heihe,CN,50.2441,127.4902,61.38,54,0,6.22,clear sky
678,Poso,ID,-1.3959,120.7524,85.15,63,25,2.44,scattered clouds
679,Bhuj,IN,23.2667,69.6667,82.09,72,0,9.26,clear sky
680,Raudeberg,NO,61.9875,5.1352,57.2,95,100,1.05,light rain
681,Ruidoso,US,33.3317,-105.673,74.7,70,75,19.04,haze
682,Schwedt,DE,53.0596,14.2815,61.57,73,96,5.73,overcast clouds
683,Sal Rei,CV,16.1833,-22.9167,72.16,87,97,20.09,overcast clouds
684,Mindyak,RU,54.0231,58.7891,47.19,62,83,2.13,broken clouds
685,Lahat,ID,-3.8,103.5333,77.88,80,3,0.72,clear sky
686,Yelabuga,RU,55.7613,52.0649,51.35,73,89,4.83,overcast clouds
687,Weihe,CN,32.9952,105.3247,70.66,65,100,3.91,overcast clouds
688,Birao,CF,10.2849,22.7882,73.56,78,100,5.64,overcast clouds
689,Lasa,IT,46.6166,10.7002,58.08,96,100,4.9,overcast clouds
690,Kendari,ID,-3.945,122.4989,82.44,72,33,1.01,scattered clouds
691,Fort Abbas,PK,29.1925,72.8536,88.48,46,30,3.53,scattered clouds
692,Sayville,US,40.7359,-73.0821,88.18,75,75,6.91,broken clouds
693,Eravur,LK,7.7733,81.6095,78.78,78,100,2.95,overcast clouds
694,Wuning,CN,29.2589,120.2311,76.21,68,94,2.26,overcast clouds
695,Udachnyy,RU,66.4167,112.4,48.87,39,53,15.19,broken clouds
696,Rantepao,ID,-2.9701,119.8978,76.17,80,65,2.35,broken clouds
697,Deloraine,AU,-41.5333,146.6667,47.19,97,100,2.35,overcast clouds
698,Talnakh,RU,69.4865,88.3972,31.41,97,100,4.52,light snow
699,Szedres,HU,46.4755,18.6831,59.5,79,44,2.89,scattered clouds
700,Buta,CD,2.7858,24.73,69.19,100,100,2.39,light rain
